mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06426916122436524,0.012502677341163851,0.0062314033508300785,0.003429731064120902,0.8,0.1,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",-1.3455735055837676,-0.8352913771420651,-2.720419500770335,-1.2801274951989219,-0.5467802135052765,-1.3456384184400734,0.7473878837342802,5
0.06451988220214844,0.013955865012171319,0.003012990951538086,0.0005433815321978485,0.8,0.1,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-1.4936422380923173,-1.0445037642190953,-2.187905915906354,-1.5604627375428664,-0.7372120201885769,-1.4047453351898418,0.49413880236660224,6
0.04237422943115234,0.0089607505310246,0.006216716766357422,0.006258614005494602,0.8,0.1,5,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-1.668829159136717,-1.1186001532096954,-2.7916554937500866,-1.4350755896930565,-0.3904179073305574,-1.4809156606240226,0.7843353341550506,11
0.03342123031616211,0.00435957918409426,0.003218936920166016,0.000403602824017533,0.8,0.1,5,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",-1.96900902638847,-1.038450732865406,-2.6923122474311265,-1.533576469597825,-0.5472737843631347,-1.5561244521291924,0.7413056776848524,19
0.078338623046875,0.012083484615437646,0.00391693115234375,0.0008614664389369203,0.8,0.1,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",-1.608324186791923,-1.0996738308125296,-2.605465443002107,-1.3892366852039035,-0.3939061421004475,-1.419321257582182,0.7207240600742316,7
0.089786958694458,0.03525596597255619,0.0036139488220214844,0.0001954766581079172,0.8,0.1,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",-1.9163672026934346,-1.008654534067854,-2.581521128323445,-1.5193478472736799,-0.5064533299005068,-1.506468808451784,0.7171847827201632,14
0.05738983154296875,0.026649629491497486,0.0031051158905029295,0.000665367187740529,0.8,0.1,7,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",-1.8206406085583788,-1.1635594666251363,-3.056414963082214,-1.6253695703929736,-0.4369478559623916,-1.6205864929242189,0.8615708964914172,23
0.04637203216552734,0.01003482482087377,0.0024118423461914062,0.0003777751827799974,0.8,0.1,7,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",-2.071092234092078,-1.5166528987950283,-2.8873399094781043,-1.991547229519053,-0.9653843379771573,-1.8864033219722842,0.6374999030715485,37
0.08989477157592773,0.014256755073656256,0.004510116577148437,0.002594766578072278,0.8,0.1,7,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",-1.7977530785272549,-1.1596959782068026,-2.869680163298686,-1.611200098352569,-0.4369024456390274,-1.575046352804868,0.7993584389209057,20
0.09488916397094727,0.02292800357352713,0.004912900924682617,0.002038613651793316,0.8,0.1,7,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",-2.0613920843501052,-1.5079570415472034,-2.798397645271138,-1.988599891187086,-0.9492756009074359,-1.8611244526525936,0.6149851539724348,36
0.038403654098510744,0.019421548378934575,0.004818773269653321,0.004166957409488663,1.0,0.05,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-2.2584477707610016,-1.0564370099118277,-4.2917225522153055,-1.694643510994849,-0.6185211729785205,-1.983954403372301,1.2813693965315545,42
0.026464080810546874,0.00525878010920508,0.002105426788330078,0.0002063857536785726,1.0,0.05,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.893570829477593,-1.824429647127167,-3.8677451710557778,-1.8687219596583124,-1.1328450880314347,-2.317462539070057,0.9573969967329612,48
0.04743199348449707,0.007041242130270584,0.0029080867767333984,0.00020286535759431046,1.0,0.05,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",-1.6955502233658928,-0.8145986916919188,-2.3551151980264033,-1.3265236902835704,-0.5030870728450424,-1.3389749752425657,0.6532259894638991,4
0.0596834659576416,0.01817403099368399,0.002907085418701172,0.0006647493325376253,1.0,0.05,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-2.437058314672418,-1.5847566652233136,-2.298894761908826,-1.5596367636937185,-0.9951609584628937,-1.7751014927922342,0.5298131109671099,31
0.037821722030639646,0.003195504744047106,0.0029117107391357423,0.00019893475940520376,1.0,0.05,5,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-2.3074985830569825,-1.210302647521577,-3.9763726573807974,-1.468359639286207,-0.8801835513501288,-1.9685434157191384,1.1095863135664141,41
0.032210588455200195,0.001246290462727073,0.0031094074249267576,0.00020390280602781462,1.0,0.05,5,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",-2.422196863177782,-1.6327492787759288,-3.7665219036540107,-1.8595784965028537,-1.1071136990300516,-2.1576320482281255,0.9084544844478863,47
0.07450246810913086,0.024935448914093456,0.0033095359802246095,0.0006803591945378771,1.0,0.05,5,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",-2.0694477387348824,-1.0348715395308496,-2.212645407624212,-1.383723592659206,-0.8615391346119098,-1.512445482632212,0.5420067745412412,16
0.08404150009155273,0.018175776659779458,0.003411531448364258,0.0007413034132555614,1.0,0.05,5,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",-2.219290812417239,-1.4593832168181127,-2.493748449300396,-1.762114452331728,-0.9885530145170156,-1.784617989076898,0.5351280188778653,32
0.04703083038330078,0.009345556441156469,0.0035083770751953127,0.0005495762334695852,1.0,0.05,7,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",-2.3228438188584706,-1.3059633269606903,-4.057604182746614,-1.571179497481082,-0.8608605736499951,-2.0236902799393706,1.1223519516606653,43
0.05145721435546875,0.004976009208494526,0.0029106616973876955,0.00037175153928159304,1.0,0.05,7,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",-1.8862516953072168,-1.5850438741591615,-3.5813100483642986,-1.9017746180354902,-1.2534383409309224,-2.041563715359418,0.8054853886363023,44
0.08491764068603516,0.011289861292787534,0.0025099754333496095,0.0005548016749358969,1.0,0.05,7,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",-2.1885470190720806,-1.1311967073413316,-2.399313021810952,-1.5184174799177077,-0.776874954477646,-1.6028698365239435,0.6146893192570667,21
0.11809339523315429,0.050500821173426594,0.0032190322875976563,0.0002402478897459048,1.0,0.05,7,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",-1.8246253015281453,-1.4542867617121595,-2.4118983903158413,-1.8645512682975123,-1.2129521791946603,-1.7536627802096638,0.40806862391895826,28
0.023769187927246093,0.002743499616489034,0.0022086143493652345,0.0005134217660603408,1.0,0.1,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-1.8419707798002938,-0.7730784724728167,-2.5319137306755546,-1.3401498328432595,-0.8284470268300558,-1.463111968524396,0.660293375153669,9
0.027181386947631836,0.004648317668682011,0.003208351135253906,0.0006762483731529417,1.0,0.1,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.354958494473097,-1.461812496565788,-2.3750841227250366,-1.5442742439630777,-0.8577496185041192,-1.718775795246224,0.5785008302185414,26
0.05397753715515137,0.010943704174666728,0.01028900146484375,0.014686090310409574,1.0,0.1,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",-1.5562890749747398,-0.7451454432297608,-2.1659642498152074,-1.2313210042474108,-0.8384169874723804,-1.3074273519478996,0.5178690191940407,2
0.04631962776184082,0.009154086234186662,0.0029610157012939452,0.00033080722104007206,1.0,0.1,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-2.134675747023689,-1.440192400634163,-2.205531600955873,-1.4459618780907448,-0.8831008880340784,-1.6218925029477096,0.4926176639827026,24
0.05571074485778808,0.022429682946181192,0.0032168865203857423,0.0005167681777466464,1.0,0.1,5,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-1.9489774202431434,-0.8536952319898587,-2.205075644889617,-1.8503423627473612,-0.7268827283261944,-1.5169946776392351,0.6058759334406318,17
0.04501256942749023,0.012036331410205589,0.00356440544128418,0.0010587000175689538,1.0,0.1,5,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",-2.044752787959063,-1.777707706421786,-2.5014393730049873,-1.7735021453155277,-0.9034093131286943,-1.8001622651660116,0.5209596782872278,34
0.07362155914306641,0.008267244951779567,0.002958822250366211,0.0003287085657086776,1.0,0.1,5,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",-1.9008983014195575,-0.8319497180682189,-2.0405316204418056,-1.8127182372648076,-0.7230792699946692,-1.4618354294378118,0.5644999387717782,8
0.08007311820983887,0.024330890480616447,0.002610635757446289,0.0009252595129741453,1.0,0.1,5,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",-1.997258899234615,-1.7571342524815878,-2.401809578031089,-1.7440400671206138,-0.8861381726230643,-1.757276193898194,0.4964013798193908,29
0.037885189056396484,0.0029751578541959535,0.0023066520690917967,0.00040434344171334303,1.0,0.1,7,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",-2.2635698748221613,-1.0964698511549102,-2.3158046160282124,-1.8148220876591186,-0.8197925225714688,-1.6620917904471741,0.6069331302329258,25
0.04285826683044434,0.003990281788052454,0.00270233154296875,0.0006018585947719367,1.0,0.1,7,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",-1.9509563431721175,-1.6030139035098712,-2.4968877789049215,-1.7324496205222966,-1.1853969075691209,-1.7937409107356654,0.4311259793012799,33
0.07807021141052246,0.02161904929061167,0.0015032768249511718,0.0007777473134321836,1.0,0.1,7,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",-2.2479580997517505,-1.089390794876195,-2.145530059701335,-1.799290572773314,-0.8181689643839026,-1.6200676982972992,0.5704625217317791,22
0.05947751998901367,0.013975717622862423,0.0025839805603027344,0.0010359887049775107,1.0,0.1,7,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",-1.9324650861489945,-1.5943257046843344,-2.411084624524601,-1.7355085401547306,-1.183364039450414,-1.771349598992615,0.4033777787580505,30
